document_id,lon,lat,title,description,summary
104227,6.173404,45.0724279999959,Besse,"Grenoble >> Bourg d'Oisans >> Lac du Chambon >> Besse en Oisans >> direction le camping des granges du Gay.
Se garer là où la route n'est plus déneigée.
## Hébergement, restauration et patrimoine culturel à proximité
Hôtel, gîte d'étape et boulangerie à Besse.",
104228,6.760556,45.8669439999959,Bionnassay - le Crozat,"[img=233854 right]Le Crozat -  Bionnassay[/img]
Accès routier : de Saint-Gervais, prendre la direction des Contamines, à Bionay, prendre à gauche une route raide menant à Bionnassay. Traverser le hameau pour aller se garer au bout de la route, au parking du Crosaz",
104229,6.616667,46.1541669999959,Bonnavaz,"De Taninges, direction Les Gets. Quitter la route des Gets au Pont des Gets et prendre la direction du Praz de Lys.

L'hiver, la route est coupée au niveau du hameau de Bonnavaz, et il n'est donc pas possible de rejoindre [[waypoints/104275|le Col de l'Encrenaz]] par le S.",
104230,6.41763800000001,45.12114,Bonnenuit,"Vallée de la Maurienne:
St Michel de Maurienne > Valloire > Hameau de Bonnenuit (parking).
       ",
104231,6.45551000000001,45.5222939999959,Bonneval en Tarentaise,,
104232,6.78584399999999,45.6545869999959,Bonneval les Bains,"Bourg-Saint-Maurice >> Bonneval les Bains.

Sur la route des Chapieux, la route est barrée l'hiver un peu après l'ancienne piscine. ",
104233,7.052846,45.3738229999959,Bonneval sur Arc - Village,"Modane -> Lanslebourg -> Bessans -> Bonneval sur Arc

## Hébergement, restauration et patrimoine culturel à proximité
Plus d'informations sur le [site officiel](http://www.bonneval-sur-arc.com).",
104234,6.36211000000001,45.3652999999959,Bonvillard,,
104235,6.58022800000001,45.6861279999959,Boudin,,
104236,6.595,46.155,Boutigny / La Crotte,,"Prendre la route qui mène au Praz de Lys. 
En hiver, se garer à l'embranchement dans l'épingle à cheveux (1160 mètres)"
104237,6.777714,45.2206029999959,Bramans,"[Modane >> Bramans](http://maps.google.com/maps?f=d&saddr=Modane,+France&daddr=Bramans,+France&hl=en&geocode=&mra=ls&sll=45.21434,6.75556&sspn=0.119718,0.30899&ie=UTF8&z=13)",
104238,6.72521999999999,44.7946599999959,Brunissard ,"De Guillestre, prendre la direction de Château Queyras, tourner en direction du col de l'Izoard, passer Arvieux, puis prendre à gauche en haut de Brunissard pour rejoindre le parking du départ des pistes de ski de fond.

## Hébergement, restauration et patrimoine culturel à proximité
* Les Bons Enfants à Brunissard (superbe gîte) Tèl:04/92/46/73/85
* Restaurant ""Le Jamberoute"", parking départ ski de fond
* Restaurant ""Le Delyse"", Brunissard Tèl:04/92/46/72/48
* Un peu plus loin :
 * Chambre d'hote ""La Clapouse"",Arvieux. Tèl:04/92/46/70/58
 * Gîte d'étape ""La Teppio"",La Chalp. Tèl: 04/92/46/73/90
 * Auberge de Jeunesse ""Les Quatre Vents"" à Guillestre Tél. 04 92 45 04 32
",
104239,5.80972199999999,45.3111109999959,Saint-Hugues-en-Chartreuse - Brévardière,"- Grenoble >> Col de Porte >> direction Col du Coq 
- St Laurent du pont >> La Dia >> St Hugues >> direction Col du Coq
Se garer à la sortie de Brevadière.",
104240,6.49663799999999,45.6280229999959,Bénétant,,
104241,6.77499,44.6653299999959,Ceillac,"[img=229760 right/]
Guillestre >> Ceillac.

À partir de Ceillac, il est possible de rejoindre plusieurs parkings situés plus haut dans les vallées du Cristillan (bergerie du Bois Noir - route fermée au niveau du torrent juste avant la bergerie) et du Mélezet (la Cime du Mélezet) durant les périodes estivales.
Ces routes ne sont pas déneigées en hiver et servent de pistes de ski de fond.


## Hébergement, restauration et patrimoine culturel à proximité
* Tout l’hébergement nécessaire à Ceillac.
voir [www.ceillac.com](http://www.ceillac.com/) et [www.ceillac-queyras.com](http://www.ceillac-queyras.com)

","## Panorama
[Vue de la Crête des Chambrettes](https://www.alpen-panoramen.de/panorama.php?pid=19929) par Andrea Rolando
[Vue de la cascade de la Pisse](https://tour.klapty.com/2Ma0mhRYoV/?deeplinking=true&startscene=4&startactions=lookat(-612.84,8.71,38.44,0,0);) par Eric Lafargue"
104242,6.41514900000001,45.4733839999959,Celliers - Dessus,"Albertville > Route du Col de la Madeleine (Tarentaise) > Celliers - Dessus
Parking à l'entrée du hameau (l'accès au hameau est réservé aux riverains), à la bifurcation pour le Col de la Madeleine.
En hiver, la route du col est déneigée sur 200 m de long et sert de parking.

## Hébergement, restauration et patrimoine culturel à proximité
- Le logis des Fées, c'est un gîte, accessible sur réservation.
- La cabane du Queigey, avec poêle, bois, matelas. A tenir propre!
- Hôtel ""le Grand Pic"" à Cellier. Accueil sympa et prix tout à fait raisonnable: 34€ la 1/2 pension.",
104243,6.72205,44.8683199999959,Cervières,"D902 menant vers l'E de Briançon à Cervières. 

[Domaine nordique](https://cervieres.fr/domaine-nordique/) (ski de fond) ouvert officiellement à partir de février.

Hébergements:

* hôtel [Le petit cerf](https://www.hotel-petitcerf.com/) (précedemment hôtel d'Izoard)
* des locations sur [gites-de-france](https://www.gites-de-france-hautes-alpes.com/) et [L'établon](https://www.gite-letablon.com/)
* Un peu plus haut: au [[waypoints/104570|Laus]] (auberge) ou au [[waypoints/162324|Refuge des Fonts]] (printemps/été)","##Panorama
[Vue du Col d'Izoard](https://tour.klapty.com/2Ma0mhRYoV/?deeplinking=true&startscene=0&startactions=lookat(676.86,10.32,29.33,0,0);) par Eric Lafargue"
104244,6.85484000000001,46.3643829999959,Chalavornaire,"Autoroute A9, sortie Villeneuve, direction Saint-Gingolph puis aux Evouettes prendre à gauche une petite route qui grimpe dans le village. Elle se transforme en piste forestière qui accède a Chalavornaire (1097 m).


!!! Depuis l'été 2009, la piste forestière n'est plus entretenue, et une barrière empêche l'accès au-delà du village des Evouettes. Par conséquent, l'accès par [[waypoints/104367|Miex/Le Flon]] et Tanay deviennent probablement la seule alternative pour parcourir les itinéraires au départ de Chalavornaire.

",
104245,6.74584300000001,45.189719,Chalet de Longe Côte,"Le chalet de Longe Cote peut s'atteindre directement en voiture par une longue piste forestière en bon état mais comportant des portions raides (~15%) et est assez caillouteuse, accessible aux voitures non 4×4 mais qui ne craignent pas trop.
Départ au Pont du Nant lorsque la barrière est ouverte (~20 mai > 15 novembre).

Lorsque la barrière est fermée, accès possible par une piste raide (portions à plus de 20%, déconseillé en voiture non 4×4), partant de la Croix de Mollard Chez Nous, au-dessus de Bramans, et rejoingnant la piste du Nant au point 1577 m. Dans ce cas, il est probable que la barrière à la bifurcation 1778 m soit aussi fermée.

Ne pas se fier à la carte IGN qui est fausse, la route du pont Saint-Anne ne passe plus depuis fin 2006 à cause de la chute de gros blocs qui barrent la route. 

En hiver, l’accès par le pont Saint Anne que l'on rejoint à partir des pistes de ski de la Norma est plus rapide mais dangereux à cause des chutes de blocs entre la chapelle et le pont Saint Anne. Il y a encore plus rapide en descendant une pente raide en haut des piste de la Norma, mais il faut vraiment savoir ce que l'on fait et bien connaitre le secteur.",
104246,6.74361099999999,46.3063889999959,Refuge d'Ubine,"Le refuge est situé à Ubine sur la commune de Vacheresse ; il est la propriété des Amis de la Nature.

Pour y accéder depuis Thonon-les-Bains, emprunter la D902 en direction des stations de ski Morzine, Avoriaz, Chatel, Abondance jusqu'au Pont de Bioge (11kms). Ensuite suivre la D22 en direction de Chatel jusqu'au village de Vacheresse (9kms). A l'entrée du village, prendre la première route à gauche qui passe au chef-lieu puis poursuivre par le hameau du Villard (panneau Bise-Ubine). La route s'élève au NE dans le vallon de l'Eau Noire ; au premier pont (1211m), prendre à droite une route goudronnée et pentue s'élevant jusqu'aux chalets d'alpage d'Ubine.

Attention : route étroite accessible aux voitures uniquement de mai à septembre


Accès en hiver :

Le chalet est accessible en hiver à pied, raquettes et skis en 2 à 3 heures selon l’enneigement, depuis le départ au lieu-dit La Revenette, situé à environ 1km du village de Vacheresse. Distance d’environ 8 kilomètres jusqu’au chalet.
Attention: ce parcours est soumis aux conditions rencontrées en moyenne montagne et ne doit être entrepris qu’en connaissance de cause (l’enneigement peut y être très important et les conditions difficiles par mauvais temps).

## Hébergement, restauration et patrimoine culturel à proximité
Ravitaillement :   Sur place lait à la fruitière durant l'été. 
                                Epicerie Alimentation à Vacheresse, parking face à la Mairie.
                                Ouvert tous les jours en saison et vacances scolaires de 8 h à 12h15 et 15h30 à 19h
                                Fermé le dimanche après-midi, et le lundi, hors saison.
Hébergement : hôtel-restaurant ""Au Petit Bonheur"" , à côté de l'église de Vacheresse ( Tél: 04 50 81 17 70).
              Ambiance familiale, cuisine excellente : 1/2 pension à 43 Euros ( tarif 2011 ).
           
",
104248,6.785833,46.3094439999959,Chalets de Chevenne,"Rejoindre la Chapelle d'Abondance par la D22 depuis Thonon et Abondance ou de Morgins et Chatel. Dans le bourg, prendre la route qui monte au N vers les chalets de Chevenne. En saison la route est souvent barrée au niveau du petit pont au-dessus du carrefour pointé environ à 1120 m.
",
104249,6.71655600000001,45.4276119999959,Chambéranger,"De Moûtiers, prendre la direction de Pralognan La Vanoise. Au village du Planay à quelques kilomètres de Pralognan, bifurquer à gauche en direction de Chambéranger. Continuer la route raide en épingle vers Plan Fournier. Poursuivre jusqu'au parking dans la forêt vers 1850 m qui est le point de départ du refuge du Grand Bec. 
Possibilité de se garer 600 m avant le terminus, vers 1800 m, pour éviter le final de la piste en mauvais état.",
104251,6.88701000000001,45.879196,Téléphérique de l'Aiguille du Midi,"
",
104252,6.83745399999999,45.933655,Téléphérique du Brévent,"Arrivée du téléphérique du Brévent, gare inférieure accessible par la route (très raide) partant sur le côté de l'église de Chamonix.
Deux tronçons Chamonix/Plan Praz et Plan Praz/le Brévent
Ouverture :
En été 8h de mi-juillet mi-août ou 8h30.
En hiver 9h.
Plus de précisions [ici](https://www.montblancnaturalresort.com/fr/)",
104253,6.853022,45.935639,Plan Praz,"Depuis le centre de Chamonix prendre la montée de la Grande Mollard à gauche de l'église pour rejoindre la gare de la télécabine de Plan Praz. 
Le départ des sentiers pédestres est juste à gauche de la gare.
## Hébergement, restauration et patrimoine culturel à proximité
Planpraz est un plateau situé à environ 2000 m d'altitude sur un replat des Aiguilles Rouges qui constituent le versant W de la vallée de Chamonix.
Il est relié à Chamonix par l'intermédiaire d'une télécabine. Il s'agissait à l'origine d'un téléphérique, porté par des pylônes en béton, et ouvert dans les années 1920. Il a été reconverti en télécabine en 1979 en conservant les pylônes d'origine.
L'installation a été totalement renouvelée en 2008 : Le tronçon Chamonix-Planpraz est rouvert le 20 décembre 2008. Un second tronçon, toujours équipé d'un téléphérique, relie Planpraz au sommet du Brévent et constitue le téléphérique du Brévent.
De nombreuses remontées mécaniques d'hiver sont en outre installées à proximité de Planpraz.
Plus de précisions [ici](https://www.montblancnaturalresort.com/fr/)
En mai 2012, les anciens pylônes en béton armé du téléphérique d'origine de Planpraz ont été démontés.

## Bibliographie
- *Le Téléférique de Planpraz* par Henry Bregeault, [*La Montagne*, 1928, n<sup>o</sup>217, p.387-388](https://gallica.bnf.fr/ark:/12148/bpt6k9765309g/f491.image).
",
104254,6.74418399999999,45.4587689999959,Champagny le Haut,Vallée de la Tarentaise >> Moûtiers >> Bozel >> Champagny en Vanoise >> Champagny le Haut,
104255,7.10777800000001,46.030833,Champex,"[img=310251 right]Champex et le lac qui commence à geler[/img]
Pour rejoindre Champex, deux accès possibles : 
- Martigny > Orsières > Champex ou
- Martigny > Les Vallettes > Champex


Depuis Champex, les points de départ sont : 
* Pour **l'accès au Val d'Arpette**, suivre la route qui part vers le télésiège. Possibilité de parquer env. 500 m après le relais d'Arpette (bistro-dortoirs), avant une montée raide (après il n'y a plus de places pour se parquer).
* Pour l'accès aux cabanes d'Orny, Trient et Bivouac de l'Envers des Dorées, prendre le télésiège de la Breya (ouverture 8h30-17h15; prix Aller-Retour ~14 CHF, en hiver ouverture à 9h30 tarif montée randonneur 10FS en 2010) , grand parking gratuit au départ.
* Pour l'accès au [[waypoints/37212/fr/le-genepi-arpette|Genépi]], [[waypoints/43147/fr/six-carro|Six Carro]], [[waypoints/37219/fr/pointe-ronde|Pointe Ronde]], parquer sur la route Les Valettes-Champex, dans l'épingle en dessous du pt. 1283, lieu-dit La Poya, environ 2 km avant Champex.
* Pour l'accès au sommet [[waypoints/40089|Le Catogne]], parquer sur le parking 100 m après l'Hôtel Splendide.
## Hébergement, restauration et patrimoine culturel à proximité
Tout plein d'hôtels, restaurants, pédalos, etc...",
104256,5.887989,45.140231,Chamrousse - Casserousse,,
104257,5.875505,45.1095189999959,Chamrousse - Roche Béranger,"Grenoble >> Chamrousse 1750 (Roche-Béranger)

##Panorama
[Vue de Chamrousse](https://tour.klapty.com/zTZ0RztAPD/?deeplinking=true&startscene=0&startactions=lookat(340.56,14.95,38.37,0,0);) par Relief drone",
104258,5.879114,45.1260059999959,Chamrousse - Le Recoin,"##Panorama
[Vue de Chamrousse](https://tour.klapty.com/zTZ0RztAPD/?deeplinking=true&startscene=0&startactions=lookat(428.71,19.35,38.37,0,0);) par Relief drone
[Vue de Chamrousse le Recoin](https://tour.klapty.com/wjO01xKJmg/?deeplinking=true&startscene=2&startactions=lookat(57.6,23.59,55.74,0,0);) par Relief drone
[Vue de Chamrousse le Recoin](https://tour.klapty.com/wjO01xKJmg/?deeplinking=true&startscene=4&startactions=lookat(-67.84,10.31,55.74,0,0);) par Relief drone",
104259,6.72833999999999,45.2022149999959,Chapelle Sainte Anne,,
104260,6.09334999999999,45.0536009999959,Chapelle Saint Giraud,,
104261,5.74416700000001,45.357778,Chartreuse de Curière,"A Saint-Laurent-du-Pont prendre direction Saint-Pierre-de-Chartreuse, puis tourner à droite en direction du Col de la Charmette. Se garer à la barrière après la Chartreuse de Currière.
",
104262,6.79225,44.7562099999959,Château Queyras,,"##Panorama
[Cour et le donjon médiéval de Château-Queyras](https://www.360cities.net/fr/image/la-cour-et-le-donjon-m-di-val-de-ch-teau-queyras)"
104263,6.91629500000001,45.545186,Chenal,"De Bourg St Maurice, prendre la D 902 vers Tignes. 7 km après Ste Foy, juste avant un paravalanche, prendre à gauche la petite route tortueuse de Chenal. Se garer ici si l'on respecte l'interdiction, sinon continuer à remonter la piste carrossable jusqu'au hameau du Fenil, voire plus loin : parking vers 1930 m à la bifurcation Clou - Monal.

[juin 2013]
Pour les courses printanières du vallon de Nant Cruet, la piste est barrée à la sortie du village de Nant Cruet, suite à un arrêté municipal du 13 juin 2013 (éboulement imminent du virage 2016 m)",
104264,6.438056,46.098611,Chez Béroud,"De Findrol (sortie de l'autoroute A40 Genève-Chamonix), suivre Marcellaz, Saint-Jean-de-Tholome et rejoindre finalement le hameau de Bovère et le parking de chez Béroud.",
104265,7.00087,44.6461699999959,Chianale,"Depuis Costigliole Saluzzo en Italie, prendre la route de la Valle Varaita en direction du Col Agnel. Après Pontechianale et son lac, poursuivre jusqu'à Chianale. L'hiver la route est coupée environ 500 m après le hameau. En été, l'accès est également possible par le Queyras et le Col Agnel","Chianale est un hameau appartenant à la commune de Pontechianale dans le Val Varaita, Province de Coni, Piémont."
104266,6.95230500000001,46.2143889999959,Chindonne,,
104267,6.16470100000001,45.0999599999959,Clavans le Haut - Hameau du Perron,,
104269,6.610986,44.962614999996,Col de Granon,,
104270,6.712222,46.1286109999959,Col de Joux Plane,,
104271,5.91861099999999,45.3555559999959, Saint-Bernard-du-Touvet - Col de Marcieu,"De Grenoble ou Chambéry, gagner la Terrasse puis St Bernard du Touvet et suivre la D30 jusqu'au col de Marcieu. Grand parking.

Pour les itinéraires à ski : lorsque les téléskis fonctionnent (les week-ends seulement), on peut gagner 250 m.",
104273,5.93060499999999,45.195031,Col de Pré Long / La Souille / Col du Pré du Mollard,"Villard-Bonnot > St-Mury-Monteymond > Col de Pré long > Col du Pré du Mollard

- En hiver (15 novembre au 30 avril), s'arrêter au Col de Pré Long (1190 m).
- Pour accéder au Vallon de la Vorz, s'arrêter au parking de la Souille, au lacet 1365 m.
- Pour le Mont Saint Mury et la Sitre, continuer jusqu'au Col du Pré Mollard (1485 m).",
104274,6.148888,45.0874689999959,Col de Sarenne,,
104275,6.63332699999999,46.173101,Col de l'Encrenaz,"De Thonon ou Morzine rejoindre Essert-Rommand puis la Cote d'Arbroz et continuer par la même route jusqu'au col de l'Encrenaz.

Large parking au col (départ de remontées mécaniques vers le Mont Chéry).
## Hébergement, restauration et patrimoine culturel à proximité
Il y a un bar-restaurant au col. Possibilité de fondue !",
104276,7.031139,45.4171419999959,Col de l'Iseran,,"##Panorama
[Vue du vallon de l'Iseran N](https://tour.klapty.com/D8W0SarNnj/?deeplinking=true&startscene=0&startactions=lookat(-25.3,8.51,90,0,0);) par Christian Gonthier"
104277,6.20273999999999,45.227623,Col de la Croix de Fer,"RD 926 St Jean de Maurienne Grenoble, ou par le col du Glandon.

En hiver, accès par les remontées mécaniques des Sybelles.
## Hébergement, restauration et patrimoine culturel à proximité
En été bar restaurant au col de la Croix de Fer et au col du Glandon, refuge de l'Étendard
En hiver stations de St Sorlin et des Sybelles en général.","## Panorama
[Vue du col de la Croix de fer](https://www.alpen-panoramen.de/panorama.php?pid=32876) par Alexander Von Mackensen"
104278,7.00138899999999,46.0577779999959,Col de la Forclaz (Valais),"Depuis Martingny ou depuis Chamonix par le Col des Montets
## Hébergement, restauration et patrimoine culturel à proximité
Un hôtel, restaurant au Col.",
104279,5.67916699999999,45.3255559999959,Col de la Placette - les trois fontaines,"Voreppe, Direction Col de la Placette, à la Placette prendre à droite au col en direction de Le Reynauds, se garer en contrebas pour ne pas gèner les habitants de la ferme.",
104280,6.923333,46.0036109999959,Col des Montets,"Le col des Montets est situé sur la route Chamonix/Vallorcine, entre le massif des Posettes et des Aiguilles Rouges. 
- À partir du col possibilité d'atteindre la partie E des Aiguilles Rouges (aig Mesure, aig. Martin...), mais aussi le lac Blanc par les lacs des Chéserys. 
- Peu avant le col en venant de Chamonix, à Tré-le-Champ départ d'un sentier pour les Chéserys, le lac Blanc, la Flégère.
Petit parking au col, plus grand parking 200 m avant le col en venant de Chamonix.
Le col des Montets fait partie de la réserve naturelle des Aiguilles Rouges. Chalet d'accueil de la réserve au col (ouvert de juin à septembre).",
104281,5.95176499999999,45.2395579999959,Col des Mouilles,"Grenoble, Brignoud, Saint Agnès, Col des Mouilles, 35min de Grenoble",
104282,6.04735699999999,45.32518,Foyer de fond du Barrioz,,"Parking du foyer de fond, se garer en long au bord de la route.

!!!! Il est interdit de se garer sur le joli parking devant le foyer en période d'ouverture du domaine nordique ; il est réservé aux secours et aux cars.

"
104283,6.64444400000001,46.2833329999959,Col du Corbier,,
104284,5.82972199999999,45.3613889999959,Col du Cucheron - Champ Massot,"Depuis St Pierre de Chartreuse ou St Pierre d'Entremont, atteindre Champ Massot, dernier hameau sous le Col du Cucheron au S.",
104285,5.838077,45.36888,Col du Cucheron - Le Planolet,,
